,Date,Close,High,Low,Open,Volume,accumulated_investment_share,profit
0,2025-01-02,583.8068237304688,590.2267219311273,579.712379585147,588.4975225934064,9400400,0.0,
1,2025-01-03,590.92236328125,591.7372851256061,585.6155145903144,586.6788859973414,5867300,0.0,
2,2025-01-06,594.5894775390625,598.823067765594,592.7310796744216,595.4342424408463,4188000,0.0,
3,2025-01-07,587.9013061523438,596.8454914387206,585.9434918315404,596.5671987812913,3810700,0.0,
4,2025-01-08,588.5174560546875,589.69013084631,584.3335431026495,587.8217850680263,5303600,0.0,
5,2025-01-10,579.71240234375,585.0391468856875,577.7248056648208,585.0391468856875,5881200,0.0,
6,2025-01-13,580.5570678710938,580.8850382850571,574.4154018224456,574.9222486467619,3658800,0.0,
7,2025-01-14,581.362060546875,584.0950058847318,577.5657437442196,583.4987511645805,4063200,0.0,
8,2025-01-15,591.93603515625,593.0789273651926,581.3620075999323,589.5012174002173,5156300,0.0,
9,2025-01-16,590.932373046875,593.4963897868475,590.1373464941363,593.3274610503421,4562400,0.0,
10,2025-01-17,596.537353515625,598.4951069735047,594.7982065598584,596.040454385406,4002700,0.0,
11,2025-01-21,601.9436645507812,602.2020618233338,597.8690549771397,599.8665993385713,7109800,0.0,
12,2025-01-22,605.5213012695312,606.9523732695653,604.5871284270557,605.1238183374657,3865300,0.0,
13,2025-01-23,608.9002685546875,608.9002685546875,604.6766255160074,604.9946482706576,4935900,0.0,
14,2025-01-24,607.1014404296875,609.9834190220869,605.9784435307403,608.9498906564628,4319400,0.0,
15,2025-01-27,598.63427734375,598.7933190395252,593.81437984959,593.9634132006653,4649800,0.0,
16,2025-01-28,603.7225341796875,604.5175607076103,596.4280884487846,599.7871316366469,5644500,0.0,
17,2025-01-29,601.1585083007812,603.2654165195888,598.4156759200051,602.8479775571062,5827800,0.0,
18,2025-01-30,604.1697387695312,605.7200616857265,599.886470538101,603.1560450970302,2901100,0.0,
19,2025-01-31,600.9100341796875,609.098982861483,600.2144239172318,606.6542172852468,5419200,0.0,
20,2025-02-03,596.9547729492188,599.3995386748015,589.6603271825113,591.8864257342764,4540200,0.0,
21,2025-02-04,600.9398803710938,601.4268318200005,596.4677881407745,596.944791901886,3340800,0.0,
22,2025-02-05,603.4044799804688,603.5237309206086,597.7696607606471,599.8069350874407,2787600,0.0,
23,2025-02-06,605.6207275390625,605.6207275390625,601.8541930420552,605.123828373263,5303600,0.0,
24,2025-02-07,600.055419921875,607.3002485726421,599.2504457003049,606.0580006593157,4828400,0.0,
25,2025-02-10,603.9808959960938,604.6367761625559,601.9634564014826,603.215651921361,2091800,0.0,
26,2025-02-11,604.4579467773438,604.984689014341,601.6256457623334,601.7150536454903,3962700,0.0,
27,2025-02-12,602.4505004882812,603.6927483863939,597.7796362600506,598.3758909884904,4838800,0.0,
28,2025-02-13,608.870361328125,609.1088632048206,602.3908379369111,603.6429727895629,3370400,0.0,
29,2025-02-14,608.88037109375,610.1226190420521,608.2443255866262,609.1188729947619,2797300,0.0,
30,2025-02-18,610.6691284179688,610.6691284179688,607.5684827347233,610.0529783563386,3723600,0.0,
31,2025-02-19,612.0306396484375,612.3983401554053,608.7511174923457,609.2878073778045,3210800,0.0,
32,2025-02-20,609.655517578125,610.8281922752935,606.1871106128947,610.7188890215668,2625900,0.0,
33,2025-02-21,599.1311645507812,609.41695249196,598.673995505334,609.337492302291,3615100,0.0,
34,2025-02-24,596.2789916992188,602.1424260469154,595.7025716900515,601.1585147590376,5666900,0.0,
35,2025-02-25,593.3771362304688,597.044254570883,588.7658973255449,596.3187405283455,4592100,0.0,
36,2025-02-26,593.5758666992188,598.7038391429239,591.0814233075516,595.0963465284892,4111800,0.0,
37,2025-02-27,584.1348266601562,597.1535608578758,583.7670654644204,596.030563863343,8190500,0.0,
38,2025-02-28,593.3373413085938,593.95349142918,581.6701584581785,584.7608567496089,5788200,0.0,
39,2025-03-03,583.15087890625,596.4777479920803,579.0763301648565,595.3646987557006,6730100,0.0,
40,2025-03-04,576.1148071289062,584.5123538421198,571.3644223640047,578.8477523248739,5683400,0.0,
41,2025-03-05,582.4254760742188,584.0056421871168,572.2589380583803,575.8365879632189,6225900,0.0,
42,2025-03-06,571.9706420898438,579.2651481776202,569.3172176574955,574.6638572737664,5006500,0.0,
43,2025-03-07,574.9223022460938,576.5223030572773,564.8750153264614,570.0725613689473,6534100,0.0,
44,2025-03-10,559.9457397460938,568.6712576396633,554.7879239294231,566.753234120101,7935600,0.17858873262495897,0.0
45,2025-03-11,555.1754760742188,561.9730222238857,551.2002830231188,558.5046759918621,13308900,0.17858873262495897,-0.85
46,2025-03-12,557.9978637695312,562.2414020248088,552.8499957279766,561.3171768619205,11461400,0.17858873262495897,-0.35
47,2025-03-13,550.6238403320312,558.1667955242431,548.8549110387139,557.650001038797,26587800,0.17858873262495897,-1.66
48,2025-03-14,562.0525512695312,563.0165671399375,550.6338187686998,555.2251619571808,9822900,0.17858873262495897,0.38
49,2025-03-17,566.077392578125,568.8799108523784,561.5854658460981,561.9034279003725,11698400,0.17858873262495897,1.1
50,2025-03-18,560.1808471679688,564.1683961827528,558.2170084838689,564.0188996018,18534400,0.17858873262495897,0.04
51,2025-03-19,566.241943359375,570.0400813933558,560.8088956130597,561.945361694451,16095700,0.17858873262495897,1.12
52,2025-03-20,564.9758911132812,569.7011271168793,561.825754059273,562.443819309396,7660900,0.17858873262495897,0.9
53,2025-03-21,564.81640625,565.7335255013899,558.9048720426571,560.1110666979713,7306300,0.17858873262495897,0.87
54,2025-03-24,574.9248046875,576.0014599898655,571.1167488099162,571.7048782336327,19735400,0.17858873262495897,2.68
55,2025-03-25,576.1610107421875,577.2874982684401,574.5958903663749,576.1809071136407,3640900,0.17858873262495897,2.9
56,2025-03-26,569.6412963867188,577.0581399739151,568.0761760999729,576.1110849156715,3437900,0.17858873262495897,1.73
57,2025-03-27,567.846923828125,571.744787140563,565.8930028679251,568.06627066777,3680200,0.17858873262495897,1.41
58,2025-03-28,556.3826904296875,567.1092066534812,555.954036226453,566.3415840235299,7466000,0.3583211393300835,-0.32
59,2025-03-31,560.1510009765625,561.5565853046338,547.6899096649747,550.6207607752671,6451200,0.3583211393300835,0.36
60,2025-04-01,562.025146484375,563.7297848121632,554.5385131889592,558.2768405325952,4466700,0.3583211393300835,0.69
61,2025-04-02,565.4344482421875,568.2655738981738,555.6549869632339,555.8942301628758,3745500,0.3583211393300835,1.3
62,2025-04-03,538.388916015625,548.7565071320304,537.7409149510876,545.9054241384066,12111300,0.5440604757563516,-2.36
63,2025-04-04,506.0299377441406,526.6057058121255,505.8405571496645,524.4823310374985,17517100,0.7416772421591373,-6.17
64,2025-04-07,504.80377197265625,523.9240621811588,482.4934303859565,489.88036858038555,29219900,0.7416772421591373,-6.4
65,2025-04-08,497.2473449707031,525.7483780389388,489.96010165332405,522.6579910764783,12062500,0.7416772421591373,-7.8
66,2025-04-09,544.5496826171875,547.121668864183,493.79814699020073,494.1071796165519,21339000,0.7416772421591373,0.97
67,2025-04-10,525.4193725585938,534.26175727885,510.33646414368974,533.0156482613938,10186400,0.9320014007698825,-2.06
68,2025-04-11,535.3085327148438,537.25247515458,520.8736238161921,523.7346855521237,11196100,0.9320014007698825,-0.22
69,2025-04-14,539.8344116210938,545.1378591763208,534.7702072744203,544.9185123383668,5791300,0.9320014007698825,0.63
70,2025-04-15,538.508544921875,543.9914249894149,537.631279243455,540.4723836676571,4528700,0.9320014007698825,0.38
71,2025-04-16,526.4960327148438,535.8767147141936,521.1128173709737,532.4673774471652,6763400,1.121936355235458,-1.55
72,2025-04-17,527.0243530273438,531.9789141828202,524.7215459678033,528.3900836601136,4319400,1.121936355235458,-1.45
73,2025-04-21,514.7726440429688,522.428730836724,509.2399015409513,522.0200338352882,4588600,1.3161968722952047,-3.21
74,2025-04-22,527.732177734375,530.1047742590646,519.9664479543409,520.9134421665343,6635100,1.3161968722952047,-0.77
75,2025-04-23,536.17578125,546.1347359535549,534.7004075954743,541.2699213224947,6854700,1.3161968722952047,0.82
76,2025-04-24,547.5103759765625,548.1783342300637,536.2953946242807,537.501650078431,6140000,1.3161968722952047,2.95
77,2025-04-25,551.4680786132812,551.8967328436258,544.5796142584186,547.5004866967002,3718000,1.3161968722952047,3.69
78,2025-04-28,551.7073364257812,554.3391335258488,545.9054449827486,552.2855481019717,5443400,1.3161968722952047,3.74
79,2025-04-29,555.2163696289062,556.2830462946897,549.4643106889422,549.8132577357889,2676600,1.3161968722952047,4.4
80,2025-04-30,556.2232666015625,557.3297969152276,542.4063622125816,548.417621910638,8939200,1.3161968722952047,4.59
81,2025-05-01,559.3634033203125,564.9559263207025,558.7852525103194,561.267492085617,5403000,1.3161968722952047,5.18
82,2025-05-02,567.5678100585938,569.2824269119516,563.5004930679474,565.6039105491604,3569400,1.3161968722952047,6.72
83,2025-05-05,564.4076538085938,567.567830292072,562.6531224620348,563.5303881353143,3189900,1.3161968722952047,6.12
84,2025-05-06,559.7920532226562,564.2381923315085,557.648782108711,558.8549767591823,4470500,1.3161968722952047,5.26
85,2025-05-07,562.01513671875,564.6967658183919,556.9509325213435,561.0581030675743,4836900,1.3161968722952047,5.67
86,2025-05-08,565.5640869140625,571.2463566726855,562.6830680245703,566.1422377374618,5915500,1.3161968722952047,6.34
87,2025-05-09,565.1254272460938,568.3453535902381,563.7197821515657,567.4182557499938,2782000,1.3161968722952047,6.26
88,2025-05-12,583.8868408203125,583.9566302277649,577.9952032234423,582.4513207767004,5095700,1.3161968722952047,9.79
89,2025-05-13,588.1036987304688,590.0376625346108,583.8669276872088,584.4251821438079,7068500,1.3161968722952047,10.58
90,2025-05-14,588.442626953125,589.9279791997435,586.5385382588075,588.831366732891,6298100,1.3161968722952047,10.64
91,2025-05-15,591.3335571289062,591.9516223411115,586.1098778024403,586.5285534005092,3084100,1.3161968722952047,11.19
92,2025-05-16,595.1815795898438,595.4906122231398,590.2968682620937,592.2607070634846,3596500,1.3161968722952047,11.91
93,2025-05-19,595.92919921875,596.5472644377828,589.0706101638361,589.1403995718132,4753500,1.3161968722952047,12.05
94,2025-05-20,593.7161865234375,595.0221064745406,590.5959243544738,594.1248835514186,21340900,1.3161968722952047,11.64
95,2025-05-21,583.846923828125,593.5665742685292,582.7802471963221,589.3995929708838,7124200,1.3161968722952047,9.78
96,2025-05-22,583.9367065429688,587.5852872388555,582.3616075940082,583.6276739180307,6368600,1.3161968722952047,9.8
97,2025-05-23,580.1884155273438,582.7404446120076,576.509898912616,576.9086781754462,6303600,1.3161968722952047,9.09
98,2025-05-27,592.0912475585938,592.3006157966205,585.3522796507501,587.056978844239,4533600,1.3161968722952047,11.33
99,2025-05-28,588.6021118164062,593.7859376985854,587.9940251952048,592.5896608265181,5337400,1.3161968722952047,10.67
100,2025-05-29,590.9348754882812,594.1946555436806,587.0469907289736,594.0451589576588,3830400,1.3161968722952047,11.11
101,2025-05-30,590.3068237304688,592.1310836336543,584.2257748510053,589.8980658747686,5930100,1.3161968722952047,10.99
102,2025-06-02,593.736083984375,593.7859161761613,586.050061641712,588.711733472839,3679000,1.3161968722952047,11.64
103,2025-06-03,597.065673828125,598.1024146647098,592.9186496366166,593.3572824607811,3773800,1.3161968722952047,12.27
104,2025-06-04,596.9061889648438,598.9597742344264,596.5373455556348,597.9927619773235,3686300,1.3161968722952047,12.24
105,2025-06-05,594.1248779296875,600.0065373807819,592.0812711187725,598.6607638540061,5139600,1.3161968722952047,11.71
106,2025-06-06,600.1261596679688,601.8507552410776,597.9329954204135,599.657651838695,3624600,1.3161968722952047,12.84
107,2025-06-09,600.6943969726562,602.2794137309262,599.5379736134363,600.7542077777764,3883600,1.3161968722952047,12.95
108,2025-06-10,604.1436157226562,604.5323555119455,600.1161522490866,601.2426397211326,6921000,1.3161968722952047,13.6
109,2025-06-11,602.428955078125,606.1074716077089,600.3554124807138,605.2501631421576,20207000,1.3161968722952047,13.27
110,2025-06-12,604.6221313476562,604.7716279368608,600.5946676795126,601.0931113338731,6968300,1.3161968722952047,13.69
111,2025-06-13,597.9229736328125,602.8875134449378,596.5273680089144,599.5878191261683,7231400,1.3161968722952047,12.43
112,2025-06-16,603.760009765625,605.5599975585938,601.3800048828125,601.469970703125,10221900,1.3161968722952047,13.52
113,2025-06-17,598.760009765625,602.8300170898438,597.8499755859375,601.2899780273438,11753100,1.3161968722952047,12.58
114,2025-06-18,598.6199951171875,602.3099975585938,597.719970703125,599.5,4192000,1.3161968722952047,12.56
115,2025-06-20,596.6599731445312,602.3099975585938,595.7000122070312,601.22998046875,7447400,1.3161968722952047,12.19
116,2025-06-23,602.9299926757812,603.3900146484375,594.7100219726562,597.8699951171875,6750400,1.3161968722952047,13.37
117,2025-06-24,609.510009765625,610.7100219726562,606.3099975585938,607.1900024414062,7360000,1.3161968722952047,14.61
118,2025-06-25,609.9600219726562,611.3499755859375,608.4500122070312,610.7899780273438,13558900,1.3161968722952047,14.69
119,2025-06-26,614.760009765625,615.22998046875,611.280029296875,611.9000244140625,4955900,1.3161968722952047,15.59
120,2025-06-27,617.4600219726562,619.3099975585938,613.7899780273438,615.8099975585938,7933800,1.3161968722952047,16.1
121,2025-06-30,620.9000244140625,622.1199951171875,617.989990234375,620.3099975585938,6552400,1.3161968722952047,16.75
122,2025-07-01,620.6699829101562,621.6799926757812,618.47998046875,619.2999877929688,6039400,1.3161968722952047,16.7
123,2025-07-02,623.4199829101562,623.7000122070312,619.5800170898438,620.2000122070312,4920900,1.3161968722952047,17.22
124,2025-07-03,628.1699829101562,629.25,625.4000244140625,625.4000244140625,4229400,1.3161968722952047,18.11
125,2025-07-07,623.8300170898438,627.0,620.8499755859375,626.3400268554688,7472300,1.3161968722952047,17.3
126,2025-07-08,623.3300170898438,625.0700073242188,622.52001953125,624.3200073242188,4685600,1.3161968722952047,17.2
127,2025-07-09,627.030029296875,627.719970703125,623.8900146484375,625.75,3019800,1.3161968722952047,17.9
128,2025-07-10,628.8499755859375,629.8699951171875,626.010009765625,627.1799926757812,2556800,1.3161968722952047,18.24
129,2025-07-11,626.4400024414062,627.8200073242188,624.52001953125,625.760009765625,2739200,1.3161968722952047,17.79
